official_id,prcp (mm/day),high_prcp_freq (fraction),low_prcp_freq (fraction),high_prcp_duration (days),low_prcp_duration (days),tmax (degrees c),tmin (degrees c),vp (pa),pet (mm/day),swe (kg/m2),srad (w/m2),dayl (s),region,drainage_area_km2,centroid_lon_deg_e,centroid_lat_deg_n,logk_ice_x100,porosity_x100,land_use_forest_frac_2010,land_use_shrubs_frac_2010,land_use_grass_frac_2010,land_use_wetland_frac_2010,land_use_crops_frac_2010,land_use_urban_frac_2010,land_use_water_frac_2010,land_use_snow_ice_frac_2010,lulc_check_2010,land_use_forest_frac_2015,land_use_shrubs_frac_2015,land_use_grass_frac_2015,land_use_wetland_frac_2015,land_use_crops_frac_2015,land_use_urban_frac_2015,land_use_water_frac_2015,land_use_snow_ice_frac_2015,lulc_check_2015,land_use_forest_frac_2020,land_use_shrubs_frac_2020,land_use_grass_frac_2020,land_use_wetland_frac_2020,land_use_crops_frac_2020,land_use_urban_frac_2020,land_use_water_frac_2020,land_use_snow_ice_frac_2020,lulc_check_2020,slope_deg,aspect_deg,elevation_m,n_daymet_concurrent_hyd_years,mean_annual_uar_hyd,mean_annual_log_uar_hyd,median_annual_uar_hyd,median_annual_log_uar_hyd,stdev_annual_uar_hyd,stdev_annual_log_uar_hyd,mad_annual_uar_hyd,mad_annual_log_uar_hyd,min_nonzero_uar,max_uar,min_nonzero_discharge,max_discharge,active
08HB062,5.544000148773193,0.048,0.5313,1.397,4.374,14.2083025,5.178618,894.4695,2.0317245,0.2217168,239.54146,43200.168,VCI,3.7,-124.837421777019,49.2876057668459,-1194.0,0.0,0.37,0.21,0.19,0.04,0.11,0.08,0.0,0.0,0.0,0.34,0.24,0.19,0.04,0.12,0.08,0.0,0.0,-0.01,0.43,0.14,0.2,0.03,0.11,0.09,0.0,0.0,0.0,2.9026382,185.611792652045,63.128231,0,31.98478507995605,0.9826705455780028,9.511568069458008,2.252508640289306,76.94448852539062,3.179710149765014,37.56151580810547,2.783386707305908,0.0257069393992424,799.48583984375,9.999999747378752e-05,3.109999895095825,False
08HB069,8.644000053405762,0.0373,0.4695,1.222,3.973,12.5990715,3.5674188,832.97076,1.9071821,10.773033,231.97954,43200.168,VCI,2.6,-124.925654868622,48.9295141989392,-1250.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.02,0.02,0.0,0.01,0.0,0.0,0.0,0.0,24.489017,312.007167207784,547.36243,17,88.52367401123047,3.484020471572876,28.85375595092773,3.3622400760650635,179.82742309570312,1.3948649168014526,94.3284149169922,1.158084273338318,1.1857707500457764,3628.45849609375,0.003000000026077,9.18000030517578,False
08HB074,7.276000022888184,0.0394,0.4994,1.446,4.074,10.272058,0.55781937,706.7389,2.0213814,460.02045,263.10294,43200.176,VCI,212.0,-125.321632166946,49.6060123870434,-1264.67,8.49011,0.63,0.11,0.17,0.01,0.01,0.01,0.03,0.04,-0.01,0.54,0.15,0.23,0.01,0.01,0.01,0.02,0.02,0.0099999999999998,0.65,0.11,0.18,0.01,0.01,0.01,0.02,0.0,0.01,27.944756,83.2871701643585,970.38391,40,83.06564331054688,4.051127433776856,57.74647903442383,4.0560622215271,93.23541259765624,0.8406838774681091,55.4558219909668,0.6826038360595703,3.2159624099731445,1793.42724609375,0.6850000023841858,382.0,True
08HB075,5.3420000076293945,0.0428,0.5166,1.319,4.043,12.617337,3.7255886,834.01776,1.9692003,23.412212,240.95277,43200.176,VCI,42.5,-125.152446386481,49.7223790024352,-1059.67,0.34846,0.72,0.19,0.07,0.01,0.01,0.0,0.0,0.0,0.0,0.62,0.28,0.07,0.01,0.01,0.0,0.0,0.0,0.01,0.54,0.34,0.09,0.01,0.01,0.01,0.0,0.0,0.0,8.6937542,77.9139102019851,378.12393,37,45.56310272216797,2.318046808242798,19.449180603027344,2.9678049087524414,84.32434844970703,2.3119709491729736,46.93239974975586,1.8273619413375848,0.0022615324705839,1436.0732421875,9.999999747378752e-05,63.5,True
08HB086,9.677000045776367,0.0347,0.4647,1.197,3.812,10.74097,1.7531443,753.30096,1.9188648,222.09673,254.2526,43200.168,VCI,39.0,-125.55267967465,49.2754460282557,-1264.6,8.56214,0.89,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.02,33.012806,189.011335669693,674.14471,25,179.08139038085938,4.140057563781738,84.19711303710938,4.433160781860352,311.4482116699219,1.9435561895370483,170.64120483398438,1.308350682258606,0.0025906802620738,5103.64013671875,9.999999747378752e-05,197.0,True
08HB089,5.6479997634887695,0.0397,0.5053,1.302,4.009,11.920002,2.9188356,802.0256,1.9512345,79.41082,240.90688,43200.176,VCI,91.2,-125.271030749828,49.8020296379335,-1053.76,0.07594,0.76,0.15,0.07,0.0,0.0,0.0,0.0,0.0,0.02,0.65,0.24,0.09,0.01,0.01,0.0,0.0,0.0,0.0,0.6,0.28,0.11,0.0,0.0,0.0,0.0,0.0,0.01,11.097754,50.788391260861,543.72009,16,46.384033203125,2.752881526947021,22.576976776123047,3.116930723190308,77.53681182861328,1.764490842819214,43.90275573730469,1.4013108015060425,0.1727829873561859,1336.1884765625,0.0149999996647238,116.0,False
08HC002,8.684000015258789,0.0385,0.454,1.282,3.862,10.538972,0.48468918,707.8902,2.0346482,685.0752,265.5595,43200.176,VCI,188.4,-125.946262166026,49.7004624952307,-1353.1,3.94409,0.83,0.04,0.07,0.01,0.01,0.0,0.03,0.01,0.0,0.76,0.08,0.11,0.01,0.01,0.0,0.03,0.0,0.0,0.79,0.08,0.08,0.01,0.01,0.0,0.03,0.0,0.0,28.233454,307.353167179786,860.22925,28,95.3434066772461,4.144312858581543,68.0028076171875,4.219549179077148,115.49246215820312,0.9106882214546204,64.33936309814453,0.7157225608825684,2.848621368408203,2939.648681640625,0.5320000052452087,549.0,False
08HD004,7.505000114440918,0.039,0.4724,1.428,3.988,10.265326,0.16903208,691.0628,2.0452201,631.434,266.8065,43200.176,VCI,1167.5,-125.665489306313,49.7318961991776,-1264.41,8.04214,0.68,0.06,0.14,0.01,0.01,0.01,0.07,0.02,0.0,0.63,0.08,0.19,0.01,0.01,0.01,0.07,0.01,-0.01,0.71,0.06,0.14,0.01,0.01,0.01,0.06,0.0,0.0,27.039152,347.673236092326,957.29352,0,79.42105865478516,4.158989906311035,58.47826385498047,4.068652629852295,59.67744827270508,0.6358433365821838,43.67405700683594,0.5489355325698853,20.69565200805664,438.2608642578125,23.799999237060547,504.0,False
08HD011,6.571000099182129,0.0378,0.4929,1.408,3.996,10.496491,1.0404043,724.7662,1.9787896,323.5911,257.9798,43200.176,VCI,297.4,-125.408131614353,49.7796238868353,-1144.55,3.96438,0.7,0.11,0.15,0.01,0.01,0.0,0.01,0.01,0.0,0.59,0.15,0.21,0.01,0.01,0.0,0.01,0.01,0.01,0.72,0.11,0.14,0.01,0.01,0.0,0.01,0.0,0.0,18.112886,25.6167621849187,917.71838,42,45.44488906860352,3.2980215549468994,28.953628540039062,3.3656954765319824,57.37578582763672,1.0506577491760254,34.25592803955078,0.8428215384483337,1.5205624103546145,901.073974609375,0.4589999914169311,272.0,True
08HD012,7.160999774932861,0.0313,0.4772,1.245,3.979,10.559532,2.7964597,811.18097,1.7721547,282.89346,235.92523,43200.176,VCI,14.0,-125.869584695481,50.3273506524506,-1242.8,8.67281,0.88,0.03,0.09,0.0,0.01,0.0,0.0,0.0,-0.01,0.87,0.03,0.09,0.0,0.01,0.0,0.0,0.0,0.0,0.85,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.01,22.541592,243.912162137723,572.31183,1,30.27740478515625,2.8152048587799072,17.873563766479492,2.8833227157592773,44.28648376464844,1.095300793647766,24.75326156616211,0.8625769019126892,1.2068965435028076,543.6781616210938,0.0209999997168779,9.460000038146973,False
08HD015,7.456999778747559,0.0341,0.4679,1.324,3.976,10.543183,1.0584697,726.20636,1.9613651,396.48593,253.40941,43200.176,VCI,260.0,-125.821579185329,50.0076212319252,-1099.21,2.14602,0.92,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,0.89,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,0.9,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.02,21.485413,19.0549864538086,826.4118,35,50.8545036315918,3.2900068759918213,30.09623336791992,3.404399871826172,69.70899200439453,1.1994976997375488,41.47077560424805,0.9626511335372924,0.6037881970405579,1129.3076171875,0.1620000004768371,303.0,False
08HD016,5.071000099182129,0.0356,0.4998,1.144,3.992,12.717022,5.3112,930.058,1.8180726,0.49605557,228.4552,43200.176,08G,5.5,-125.276664123291,50.1352695683569,-1052.0,0.0,0.87,0.06,0.05,0.01,0.0,0.0,0.01,0.0,0.0,0.86,0.06,0.05,0.0,0.01,0.0,0.01,0.0,0.01,0.92,0.04,0.03,0.0,0.0,0.0,0.01,0.0,0.0,13.886304,159.001744340668,155.53732,5,33.19757843017578,2.061354398727417,8.984375,2.1954870223999023,62.04148864746094,1.905763864517212,37.44817733764648,1.6137996912002563,0.0130208330228924,572.9166870117188,9.999999747378752e-05,4.400000095367432,False
08HD023,4.818999767303467,0.042,0.5104,1.227,4.004,13.176901,4.65246,879.81757,1.9414235,1.373985,235.55399,43200.17,VCI,35.1,-125.314863687773,49.9097386856132,-1130.97,0.0,0.57,0.27,0.12,0.01,0.01,0.01,0.0,0.0,0.01,0.45,0.39,0.13,0.01,0.01,0.01,0.0,0.0,0.0,0.39,0.48,0.11,0.01,0.01,0.0,0.0,0.0,0.0,4.7259851,60.8828539497764,189.418,12,28.260957717895508,1.8329678773880005,10.473684310913086,2.3488657474517822,51.7367057800293,2.2369892597198486,30.09308242797852,1.7814041376113892,0.0026315788272768,628.9473876953125,9.999999747378752e-05,23.89999961853028,True
08HE008,9.8149995803833,0.0313,0.4313,1.283,3.799,10.536298,1.6836206,747.5397,1.8396425,181.92116,245.59007,43200.176,VCI,13.0,-126.794761680669,50.1512128048697,-1250.0,9.0,0.91,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.12,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.81,0.12,0.05,0.0,0.01,0.0,0.01,0.0,0.0,21.373602,190.866478039625,698.37073,25,82.90383911132812,3.263633728027344,33.21917724609375,3.503127336502075,139.29116821289062,1.722114324569702,85.33273315429688,1.40824294090271,0.0684931501746177,1534.24658203125,0.0010000000474974,22.39999961853028,True
08HE009,9.30799961090088,0.0222,0.3864,1.202,3.694,9.888395,4.4682093,878.9853,1.4159801,3.0974684,193.818,43200.176,VCI,36.8,-127.626093690177,50.3077171856678,-1295.58,6.41877,0.85,0.13,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.75,0.2,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.72,0.19,0.08,0.0,0.0,0.0,0.0,0.0,0.01,23.481974,217.975691061062,441.84152,24,201.514892578125,4.46989107131958,87.35643768310547,4.469996929168701,300.44219970703125,1.344704270362854,194.3668365478516,1.0954811573028564,1.4109115600585938,2986.9296875,0.0469999983906745,99.5,True
08HE010,10.765999794006348,0.0334,0.4365,1.31,3.839,10.941619,1.6742268,761.19226,1.9072925,654.245,250.75093,43200.176,VCI,21.3,-126.603230455451,49.9659693221303,-1250.0,9.0,0.82,0.06,0.11,0.01,0.01,0.0,0.0,0.0,-0.0099999999999997,0.79,0.07,0.13,0.01,0.01,0.0,0.0,0.0,-0.01,0.79,0.05,0.13,0.01,0.01,0.0,0.0,0.0,0.0099999999999998,33.709385,241.165134463643,711.46191,12,153.79652404785156,4.485272407531738,96.4285659790039,4.568802356719971,195.64132690429688,1.1338531970977783,117.99815368652344,0.8305897116661072,0.4081632494926452,1770.4080810546875,0.0080000003799796,34.70000076293945,False
08HF004,8.496000289916992,0.0306,0.4368,1.292,3.782,10.177849,0.7588627,714.5812,1.8813677,571.4522,251.54552,43200.176,VCI,370.8,-126.502321044795,50.3359354242531,-1227.01,3.75321,0.9,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.85,0.08,0.06,0.0,0.0,0.0,0.0,0.0,0.01,0.8,0.12,0.06,0.01,0.01,0.0,0.0,0.0,0.0,24.564205,286.260730448004,770.56079,42,60.62911224365234,3.521984100341797,35.92831039428711,3.5815255641937256,85.90184783935547,1.0919188261032104,48.769622802734375,0.8717220425605774,2.120044469833374,1700.423828125,0.7730000019073486,620.0,True
08HF005,9.843999862670898,0.0335,0.4342,1.275,3.834,10.862218,1.4624519,749.1746,1.9229945,570.6392,249.93024,43200.176,VCI,773.7,-126.401688557387,50.0958208302474,-1204.09,3.67289,0.85,0.06,0.06,0.01,0.01,0.0,0.02,0.0,-0.01,0.79,0.09,0.08,0.01,0.01,0.0,0.02,0.0,0.0,0.73,0.13,0.09,0.01,0.01,0.0,0.02,0.0,0.01,23.324629,290.842090653613,709.79114,32,75.31562042236328,3.834917545318604,51.333717346191406,3.938347816467285,87.35784149169922,1.0231671333312988,54.60277938842773,0.8128150701522827,2.707151174545288,1315.266845703125,2.119999885559082,1030.0,True
08HF006,7.49399995803833,0.023,0.3784,1.156,3.575,10.778279,5.898272,959.3425,1.3837208,0.06419465,191.72086,43200.184,VCI,66.4,-128.079682421521,50.6433079341584,-1154.08,4.68362,0.9,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.85,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.76,0.18,0.05,0.01,0.0,0.0,0.0,0.0,0.0,13.727829,293.939106497617,197.4189,29,117.83079528808594,4.036609172821045,48.29657745361328,3.877360820770264,172.08334350585938,1.1834553480148315,112.38298034667967,0.9864142537117004,5.435306072235107,1677.18017578125,0.3499999940395355,108.0,True
08HF007,8.29699993133545,0.0314,0.4585,1.319,3.87,10.027301,0.32018867,698.215,1.9172163,712.7003,258.2273,43200.176,VCI,31.7,-126.356949258396,50.331431229774,-1285.86,6.1716,0.91,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.01,0.8,0.14,0.05,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,24.657545,289.365312553988,861.4278,6,63.86654281616211,3.635788202285767,37.42331314086914,3.622293949127197,83.21483612060547,0.9903377890586852,50.7386589050293,0.8087535500526428,3.8343560695648193,797.5460205078125,0.125,26.0,False
08HF008,8.494000434875488,0.0288,0.438,1.283,3.762,9.535406,0.28538632,691.15875,1.8415946,602.58655,252.96532,43200.176,VCI,46.1,-126.634862076282,50.3942681098263,-1250.62,8.96877,0.91,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,0.87,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.01,0.86,0.07,0.06,0.01,0.01,0.0,0.0,0.0,-0.01,29.315262,61.3028076089288,871.20386,7,89.6707992553711,3.961971282958984,52.92841720581055,3.968940496444702,110.24134826660156,1.0567368268966677,70.97161102294922,0.8284937143325806,0.0867678970098495,943.6008911132812,0.0040000001899898,43.5,False
08HF012,8.029999732971191,0.0196,0.3767,1.154,3.539,9.715576,5.0376916,908.5557,1.3197727,0.14149903,185.74258,43200.18,VCI,25.5,-127.827895883559,50.7353835739422,-1157.4,2.57628,0.94,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,7.6840305,293.397416237614,381.96384,22,98.08917236328124,3.3409578800201416,29.665599822998047,3.38998818397522,171.87222290039062,1.755010962486267,106.83010864257812,1.443646788597107,0.134639635682106,2746.648681640625,0.003000000026077,61.20000076293945,True
08HF013,7.921999931335449,0.022,0.3798,1.135,3.629,10.520832,5.416769,930.58124,1.4087584,0.13662517,195.08434,43200.184,VCI,16.8,-127.782867423879,50.5361251323745,-1354.52,12.28165,0.88,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.85,0.1,0.05,0.01,0.01,0.0,0.0,0.0,-0.02,0.76,0.2,0.04,0.0,0.0,0.0,0.0,0.0,0.0,17.259649,179.77607201578,310.2016,22,83.65811157226562,3.564502239227295,35.04723358154297,3.556696653366089,143.5166778564453,1.3205281496047974,81.80897521972656,1.0921225547790527,1.902739405632019,2430.59619140625,0.0309999994933605,39.59999847412109,True
08JA005,5.877999782562256,0.0237,0.4307,1.203,3.348,5.4453135,-2.501867,573.4362,1.5183136,327.65347,243.35286,43200.203,FRA,1441.7,-127.283850882259,53.6562523365322,-1230.69,5.04811,0.61,0.05,0.16,0.01,0.01,0.02,0.1,0.05,-0.01,0.58,0.06,0.2,0.01,0.01,0.01,0.1,0.04,-0.0099999999999997,0.54,0.07,0.24,0.01,0.01,0.01,0.1,0.02,0.0,14.81969,23.1243617711968,1209.9387,0,36.54472351074219,3.10290265083313,20.704225540161133,3.0303378105163574,37.55030822753906,0.9992719888687134,29.75103759765625,0.8280139565467834,5.183098793029785,221.1267547607422,7.360000133514404,314.0,False
08JA014,1.7000000476837158,0.0462,0.6653,1.32,4.182,7.2402444,-5.470411,433.0188,1.9379184,83.5035,279.1282,43200.2,FRA,146.3,-125.278640659345,53.2349709311791,-1052.0,0.0,0.87,0.05,0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.55,0.07,0.36,0.01,0.01,0.0,0.0,0.0,0.0,0.57,0.12,0.3,0.0,0.01,0.0,0.0,0.0,0.0,6.6380243,317.126022558922,1278.8098,26,6.047528266906738,0.8082280158996582,1.8666666746139529,0.6241543292999268,10.926392555236816,1.3937928676605225,6.509016036987305,1.147249460220337,0.0333333350718021,160.0,0.0049999998882412,24.0,False
08JA029,3.950000047683716,0.0427,0.5896,1.414,3.696,5.3469634,-3.004546,549.98883,1.5601307,156.81578,244.37338,43200.203,FRA,5.9,-126.986138740876,53.6438890518763,-1052.0,0.0,0.93,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,0.92,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,0.88,0.03,0.07,0.01,0.01,0.0,0.0,0.0,0.0,13.529189,356.536728049745,1311.4471,1,18.96437263488769,2.3664608001708984,7.529364109039307,2.018810510635376,27.96133613586425,0.9331917762756348,17.54904556274414,0.7453324794769287,1.5058728456497192,316.2333068847656,0.0089999996125698,1.8899999856948853,True
08JB002,2.0510001182556152,0.0347,0.6035,1.262,3.82,7.538723,-2.5788803,538.90704,1.7585583,57.9856,248.92525,43200.207,FRA,4004.2,-126.128181189302,53.9797883859804,-1074.6,1.17354,0.71,0.08,0.1,0.0,0.01,0.01,0.09,0.0,1.11022302462516e-16,0.68,0.1,0.1,0.01,0.01,0.01,0.09,0.0,0.0,0.57,0.14,0.2,0.0,0.0,0.0,0.09,0.0,1.11022302462516e-16,7.0999799,7.58152069082303,970.09436,42,5.260895729064941,1.2465656995773315,2.8360819816589355,1.0424234867095947,5.806008815765381,0.859107255935669,4.031578063964844,0.7160931825637817,0.5771675705909729,45.52658081054688,2.319999933242798,183.0,True
08JB003,1.8760000467300413,0.0364,0.6123,1.259,3.88,7.6905675,-2.6278098,536.77747,1.7784712,50.810337,248.71135,43200.207,FRA,6570.3,-125.820769515131,54.0604498977535,-1074.51,0.77656,0.74,0.09,0.08,0.0,0.01,0.01,0.08,0.0,-0.01,0.71,0.1,0.09,0.01,0.01,0.01,0.08,0.0,-0.01,0.56,0.14,0.21,0.0,0.0,0.0,0.08,0.0,0.01,7.0440912,5.57543716662674,950.14856,43,4.8136091232299805,1.1637829542160034,2.6708872318267822,0.982410728931427,5.29109525680542,0.864646852016449,3.644522428512573,0.7036995887756348,1.5262212400557473e-05,43.64992904663086,9.999999747378752e-05,286.0,True
08JB012,1.5859999656677246,0.0431,0.6512,1.265,4.132,7.73656,-2.7788167,527.90094,1.7915896,39.630768,248.10046,43200.207,FRA,788.2,-125.810886251883,54.2884721261683,-1052.0,0.0,0.75,0.12,0.07,0.01,0.01,0.01,0.03,0.0,0.0,0.72,0.12,0.09,0.01,0.01,0.01,0.03,0.0,0.01,0.63,0.16,0.16,0.0,0.0,0.01,0.03,0.0,0.0099999999999998,6.3207288,217.332066284724,927.64948,7,4.348348617553711,0.476082295179367,1.2607004642486572,0.2316669225692749,8.57696533203125,1.3356108665466309,4.854793071746826,1.025395154953003,0.0246433205902576,67.70427703857422,0.0189999993890523,52.20000076293945,False
08JC005,1.8539999723434448,0.03,0.5861,1.214,3.753,8.855877,-2.8068964,552.0226,1.9251599,44.253487,254.77283,43200.2,FRA,3370.1,-123.596287687421,53.5696122079248,-1112.83,0.08518,0.7,0.12,0.13,0.01,0.02,0.0,0.02,0.0,0.0,0.67,0.13,0.15,0.01,0.02,0.0,0.02,0.0,0.0,0.67,0.13,0.16,0.0,0.01,0.0,0.02,0.0,0.0099999999999998,5.5592418,68.1290396067792,931.77161,0,4.020230770111084,0.7971992492675781,1.486725687980652,0.3965761959552765,5.430071830749512,1.0087298154830933,3.7171497344970703,0.8517158627510071,0.389380544424057,49.26253509521485,1.3200000524520874,167.0,False
08JC013,1.86899995803833,0.0354,0.6227,1.195,3.757,8.3576975,-2.8180175,547.8036,1.8694198,45.91982,251.06247,43200.207,FRA,339.2,-124.223530198616,53.8462948451184,-1203.97,0.0,0.66,0.09,0.19,0.01,0.01,0.0,0.05,0.0,-0.01,0.63,0.16,0.13,0.01,0.01,0.0,0.05,0.0,0.0099999999999998,0.54,0.13,0.26,0.01,0.01,0.0,0.05,0.0,0.0,4.6496992,357.74125661876,937.52185,0,,,,,,,,,0.064327485859394,7.777777671813965,0.0219999998807907,2.6600000858306885,False
08JD006,2.924000024795532,0.0276,0.5455,1.341,3.706,5.347658,-4.717555,498.62814,1.6583079,142.13788,240.38084,43200.223,FRA,363.8,-126.855119744178,55.988472483076,-1130.96,3.27202,0.85,0.04,0.08,0.0,0.0,0.0,0.01,0.0,0.02,0.85,0.04,0.08,0.0,0.0,0.0,0.01,0.0,0.02,0.82,0.04,0.11,0.01,0.01,0.0,0.01,0.0,0.0,13.296956,84.3753055343183,1197.0323,40,20.757041931152344,2.169200897216797,7.096774101257324,1.959640383720398,32.118587493896484,1.2731964588165283,21.56998634338379,1.0677846670150757,0.5806451439857483,357.3200988769531,0.2339999973773956,144.0,True
08JE001,1.89300000667572,0.0293,0.5736,1.218,3.621,7.0859065,-3.4774349,523.72314,1.7689399,61.885075,243.42145,43200.215,FRA,14239.3,-125.27342191119,55.0248780994661,-1125.35,1.78472,0.82,0.06,0.04,0.0,0.0,0.0,0.08,0.0,1.11022302462516e-16,0.8,0.06,0.05,0.0,0.0,0.0,0.08,0.0,0.0099999999999998,0.67,0.13,0.1,0.0,0.0,0.0,0.08,0.0,0.02,7.8431602,13.8038023570504,969.12701,44,9.27010726928711,1.976400136947632,6.656159400939941,1.8955426216125488,6.943329334259033,0.7006884813308716,5.50281286239624,0.5947640538215637,1.7519911527633667,41.65376663208008,24.89999961853028,592.0,True
08JE004,1.7109999656677246,0.0412,0.6365,1.211,3.869,8.042344,-2.7807667,546.94495,1.8312355,42.93869,245.19455,43200.21,FRA,438.1,-124.057688087028,54.6849099160371,-1052.0,0.0,0.83,0.08,0.06,0.0,0.01,0.0,0.01,0.0,0.01,0.77,0.1,0.1,0.01,0.01,0.0,0.01,0.0,0.0,0.56,0.18,0.24,0.0,0.0,0.0,0.01,0.0,0.01,4.1276131,213.481572671899,841.29712,40,5.984025001525879,0.9187924265861512,1.810652256011963,0.5936871767044067,12.151375770568848,1.117163896560669,6.69401216506958,0.852665901184082,0.2669551372528076,155.0661163330078,0.1150000020861625,66.80000305175781,True
08JE005,1.7910000085830688,0.0371,0.6236,1.257,3.868,6.9139867,-3.6662047,516.1997,1.7657741,59.517693,246.16077,43200.215,FRA,850.5,-124.88682689299,55.0067951102907,-1092.25,1.63321,0.84,0.06,0.01,0.0,0.0,0.0,0.08,0.0,0.01,0.82,0.07,0.02,0.0,0.0,0.0,0.08,0.0,0.01,0.67,0.16,0.08,0.0,0.0,0.0,0.08,0.0,0.01,7.0216079,251.227753610688,972.1239,4,7.595884323120117,1.4642351865768433,3.121452808380127,1.138298511505127,9.717153549194336,0.9881078600883484,6.982088565826416,0.8007654547691345,0.1464245170354843,51.98637771606445,0.1289999932050705,45.79999923706055,False
08KA001,3.319000005722046,0.0282,0.5267,1.283,3.243,4.637612,-6.933647,437.07492,1.7738261,352.33612,282.51065,43200.2,FRA,408.0,-120.386866724222,53.2085386093194,-1334.15,21.7533,0.43,0.09,0.2,0.01,0.01,0.02,0.02,0.21,0.01,0.42,0.1,0.3,0.01,0.01,0.03,0.03,0.1,-2.2204460492503086e-16,0.41,0.08,0.38,0.01,0.01,0.02,0.02,0.07,0.0,27.398693,5.89053861982081,1877.2983,43,35.23600006103516,2.8096957206726074,13.82083797454834,2.6261775493621826,42.09699630737305,1.2730846405029297,33.28593063354492,1.137357234954834,1.4481302499771118,337.5708923339844,0.5920000076293945,138.0,True
08KA004,2.740000009536743,0.0194,0.4834,1.233,3.156,6.672745,-5.119866,492.74612,1.8510103,178.03229,267.32077,43200.2,FRA,17970.3,-120.432885141438,53.380793659931,-1274.16,11.36585,0.7,0.07,0.13,0.01,0.01,0.01,0.02,0.06,-0.01,0.69,0.07,0.16,0.01,0.01,0.01,0.01,0.03,0.0099999999999998,0.63,0.12,0.19,0.01,0.01,0.01,0.01,0.03,-0.01,19.585823,321.518000487861,1467.424,43,25.91038703918457,2.803406000137329,16.373538970947266,2.795666456222534,25.29775619506836,0.9654676914215088,19.47651481628418,0.838459312915802,2.996246099472046,176.54461669921875,53.79999923706055,3170.0,True
08KA005,2.9570000171661377,0.0283,0.5176,1.346,3.251,5.363445,-6.723963,443.9934,1.8424847,284.73425,282.3262,43200.2,FRA,6881.6,-119.46136377238,53.01999437808,-1259.73,17.7962,0.52,0.08,0.21,0.01,0.02,0.02,0.02,0.13,-0.01,0.51,0.08,0.26,0.01,0.02,0.02,0.02,0.08,0.0,0.46,0.09,0.32,0.01,0.02,0.01,0.02,0.07,-2.2204460492503086e-16,24.202101,292.159235228106,1773.0815,43,28.749406814575195,2.77014422416687,13.533883094787598,2.605196475982666,31.10843086242676,1.1047325134277344,24.97864532470703,0.9788833260536194,2.7880959510803223,201.84654235839844,19.200000762939453,1390.0,True
08KA007,2.437999963760376,0.0364,0.581,1.386,3.693,4.9036865,-7.7932515,404.84665,1.858377,209.90736,290.3545,43200.195,FRA,1699.9,-118.707640045661,52.8775489771262,-1278.48,15.41259,0.5,0.06,0.26,0.01,0.01,0.02,0.03,0.1,0.0099999999999998,0.5,0.06,0.31,0.01,0.01,0.02,0.03,0.05,0.0099999999999997,0.46,0.06,0.38,0.01,0.02,0.01,0.02,0.04,0.0,23.058893,233.962904426494,1912.386,44,26.48397827148437,2.563943386077881,10.41118335723877,2.3428804874420166,32.216644287109375,1.208953619003296,24.85348892211914,1.0739624500274658,2.0529918670654297,235.1289825439453,3.509999990463257,402.0,True
